"Time","VehicleId","Pos_x","Pos_y","Type","Speed","Lane","Slope","LeaderID","LeaderSpeed","LeaderGap","Acceleration"
"6.30","vehicle_4","-1.60","58.84","type2","11.39","north_down_0","0.00","-1","-1","-1","-1.50"
"6.30","vehicle_5","-1.60","76.72","type4","10.01","north_down_0","0.00","vehicle_4","11.39","12.88","-0.72"
"6.30","x","-62.44","-1.60","obstacle","4.61","west_right_0","0.00","-1","-1","-1","-4.00"
"6.40","vehicle_0","-75.37","-1.60","type1","4.89","west_right_0","0.00","x","4.21","8.35","-2.26"
"6.40","vehicle_1","-92.03","-1.60","type5","2.89","west_right_0","0.00","vehicle_0","4.89","11.66","1.66"
"6.40","vehicle_2","35.43","1.60","type3","10.67","east_left_0","0.00","-1","-1","-1","-2.00"
"6.40","vehicle_3","49.28","1.60","type3","9.93","east_left_0","0.00","vehicle_2","10.67","8.85","-2.00"
"6.40","vehicle_4","-1.60","57.73","type2","11.16","north_down_0","0.00","-1","-1","-1","-2.24"
"6.40","vehicle_5","-1.60","75.67","type4","10.50","north_down_0","0.00","vehicle_4","11.16","12.94","4.90"
"6.40","x","-62.02","-1.60","obstacle","4.21","west_right_0","0.00","-1","-1","-1","-4.00"
"6.50","vehicle_0","-74.91","-1.60","type1","4.59","west_right_0","0.00","x","3.81","8.27","-3.03"
"6.50","vehicle_1","-91.72","-1.60","type5","3.08","west_right_0","0.00","vehicle_0","4.59","11.81","1.96"
"6.50","vehicle_2","34.38","1.60","type3","10.47","east_left_0","0.00","-1","-1","-1","-2.00"
"6.50","vehicle_3","48.30","1.60","type3","9.73","east_left_0","0.00","vehicle_2","10.47","8.92","-2.00"
"6.50","vehicle_4","-1.60","56.61","type2","11.12","north_down_0","0.00","-1","-1","-1","-0.44"
"6.50","vehicle_5","-1.60","74.63","type4","10.43","north_down_0","0.00","vehicle_4","11.12","13.01","-0.64"
"6.50","x","-61.64","-1.60","obstacle","3.81","west_right_0","0.00","-1","-1","-1","-3.94"
"6.60","vehicle_0","-74.46","-1.60","type1","4.49","west_right_0","0.00","x","3.41","8.17","-0.98"
"6.60","vehicle_1","-91.40","-1.60","type5","3.19","west_right_0","0.00","vehicle_0","4.49","11.94","1.05"
"6.60","vehicle_2","33.35","1.60","type3","10.27","east_left_0","0.00","-1","-1","-1","-2.00"
"6.60","vehicle_3","47.34","1.60","type3","9.59","east_left_0","0.00","vehicle_2","10.27","8.99","-1.45"
"6.60","vehicle_4","-1.60","55.52","type2","10.98","north_down_0","0.00","-1","-1","-1","-1.36"
"6.60","vehicle_5","-1.60","73.62","type4","10.08","north_down_0","0.00","vehicle_4","10.98","13.10","-3.51"
"6.60","x","-61.30","-1.60","obstacle","3.41","west_right_0","0.00","-1","-1","-1","-4.00"
"6.70","vehicle_0","-74.02","-1.60","type1","4.39","west_right_0","0.00","x","3.01","8.03","-1.08"
"6.70","vehicle_1","-91.06","-1.60","type5","3.38","west_right_0","0.00","vehicle_0","4.39","12.04","1.90"
"6.70","vehicle_2","32.35","1.60","type3","10.07","east_left_0","0.00","-1","-1","-1","-2.00"
"6.70","vehicle_3","46.40","1.60","type3","9.39","east_left_0","0.00","vehicle_2","10.07","9.06","-2.00"
"6.70","vehicle_4","-1.60","54.41","type2","11.04","north_down_0","0.00","-1","-1","-1","0.54"
"6.70","vehicle_5","-1.60","72.59","type4","10.28","north_down_0","0.00","vehicle_4","11.04","13.18","1.98"
"6.70","x","-60.99","-1.60","obstacle","3.01","west_right_0","0.00","-1","-1","-1","-4.00"
"6.80","vehicle_0","-73.62","-1.60","type1","4.04","west_right_0","0.00","x","2.62","7.89","-3.50"
"6.80","vehicle_1","-90.71","-1.60","type5","3.49","west_right_0","0.00","vehicle_0","4.04","12.09","1.18"
"6.80","vehicle_2","31.36","1.60","type3","9.87","east_left_0","0.00","-1","-1","-1","-2.00"
"6.80","vehicle_3","45.46","1.60","type3","9.41","east_left_0","0.00","vehicle_2","9.87","9.10","0.18"
"6.80","vehicle_4","-1.60","53.28","type2","11.36","north_down_0","0.00","-1","-1","-1","3.26"
"6.80","vehicle_5","-1.60","71.57","type4","10.21","north_down_0","0.00","vehicle_4","11.36","13.29","-0.72"
"6.80","x","-60.73","-1.60","obstacle","2.62","west_right_0","0.00","-1","-1","-1","-3.95"
"6.90","vehicle_0","-73.23","-1.60","type1","3.86","west_right_0","0.00","x","2.22","7.72","-1.78"
"6.90","vehicle_1","-90.35","-1.60","type5","3.64","west_right_0","0.00","vehicle_0","3.86","12.11","1.45"
"6.90","vehicle_2","30.39","1.60","type3","9.67","east_left_0","0.00","-1","-1","-1","-2.00"
"6.90","vehicle_3","44.54","1.60","type3","9.21","east_left_0","0.00","vehicle_2","9.67","9.15","-2.00"
"6.90","vehicle_4","-1.60","52.14","type2","11.34","north_down_0","0.00","-1","-1","-1","-0.21"
"6.90","vehicle_5","-1.60","70.50","type4","10.72","north_down_0","0.00","vehicle_4","11.34","13.36","5.07"
"6.90","x","-60.51","-1.60","obstacle","2.22","west_right_0","0.00","-1","-1","-1","-4.00"
"7.00","vehicle_0","-72.86","-1.60","type1","3.74","west_right_0","0.00","x","1.82","7.53","-1.24"
"7.00","vehicle_1","-89.97","-1.60","type5","3.79","west_right_0","0.00","vehicle_0","3.74","12.11","1.46"
"7.00","vehicle_2","29.45","1.60","type3","9.48","east_left_0","0.00","-1","-1","-1","-1.90"
"7.00","vehicle_3","43.64","1.60","type3","9.01","east_left_0","0.00","vehicle_2","9.48","9.20","-2.00"
"7.00","vehicle_4","-1.60","50.99","type2","11.51","north_down_0","0.00","-1","-1","-1","1.64"
"7.00","vehicle_5","-1.60","69.42","type4","10.73","north_down_0","0.00","vehicle_4","11.51","13.43","0.13"
"7.00","vehicle_6","-1.60","94.90","type2","0.00","north_down_0","0.00","vehicle_5","10.73","20.48","0.00"
"7.00","x","-60.33","-1.60","obstacle","1.82","west_right_0","0.00","-1","-1","-1","-4.00"
"7.10","vehicle_0","-72.51","-1.60","type1","3.48","west_right_0","0.00","x","1.42","7.33","-2.56"
"7.10","vehicle_1","-89.58","-1.60","type5","3.90","west_right_0","0.00","vehicle_0","3.48","12.07","1.18"
"7.10","vehicle_2","28.52","1.60","type3","9.28","east_left_0","0.00","-1","-1","-1","-2.00"
"7.10","vehicle_3","42.75","1.60","type3","8.88","east_left_0","0.00","vehicle_2","9.28","9.24","-1.21"
"7.10","vehicle_4","-1.60","49.85","type2","11.39","north_down_0","0.00","-1","-1","-1","-1.15"
"7.10","vehicle_5","-1.60","68.34","type4","10.80","north_down_0","0.00","vehicle_4","11.39","13.49","0.73"
"7.10","vehicle_6","-1.60","94.50","type2","3.99","north_down_0","0.00","vehicle_5","10.80","21.16","39.88"
"7.10","x","-60.19","-1.60","obstacle","1.42","west_right_0","0.00","-1","-1","-1","-4.00"
"7.20","vehicle_0","-72.18","-1.60","type1","3.30","west_right_0","0.00","x","1.02","7.10","-1.81"
"7.20","vehicle_1","-89.17","-1.60","type5","4.10","west_right_0","0.00","vehicle_0","3.30","11.99","1.98"
"7.20","vehicle_2","27.61","1.60","type3","9.08","east_left_0","0.00","-1","-1","-1","-2.00"
"7.20","vehicle_3","41.89","1.60","type3","8.68","east_left_0","0.00","vehicle_2","9.08","9.27","-2.00"
"7.20","vehicle_4","-1.60","48.71","type2","11.43","north_down_0","0.00","-1","-1","-1","0.43"
"7.20","vehicle_5","-1.60","67.27","type4","10.70","north_down_0","0.00","vehicle_4","11.43","13.56","-0.99"
"7.20","vehicle_6","-1.60","93.72","type2","7.79","north_down_0","0.00","vehicle_5","10.70","21.45","38.06"
"7.20","x","-60.09","-1.60","obstacle","1.02","west_right_0","0.00","-1","-1","-1","-4.00"
"7.30","vehicle_0","-71.86","-1.60","type1","3.23","west_right_0","0.00","x","0.62","6.84","-0.64"
"7.30","vehicle_1","-88.74","-1.60","type5","4.27","west_right_0","0.00","vehicle_0","3.23","11.88","1.69"
"7.30","vehicle_2","26.72","1.60","type3","8.88","east_left_0","0.00","-1","-1","-1","-2.00"
"7.30","vehicle_3","41.04","1.60","type3","8.48","east_left_0","0.00","vehicle_2","8.88","9.31","-2.00"
"7.30","vehicle_4","-1.60","47.58","type2","11.33","north_down_0","0.00","-1","-1","-1","-1.03"
"7.30","vehicle_5","-1.60","66.22","type4","10.58","north_down_0","0.00","vehicle_4","11.33","13.64","-1.25"
"7.30","vehicle_6","-1.60","92.58","type2","11.42","north_down_0","0.00","vehicle_5","10.58","21.36","36.26"
"7.30","x","-60.02","-1.60","obstacle","0.62","west_right_0","0.00","-1","-1","-1","-4.00"
"7.40","vehicle_0","-71.55","-1.60","type1","3.09","west_right_0","0.00","x","0.23","6.55","-1.45"
"7.40","vehicle_1","-88.30","-1.60","type5","4.38","west_right_0","0.00","vehicle_0","3.09","11.75","1.10"
"7.40","vehicle_2","25.86","1.60","type3","8.68","east_left_0","0.00","-1","-1","-1","-2.00"
"7.40","vehicle_3","40.20","1.60","type3","8.37","east_left_0","0.00","vehicle_2","8.68","9.34","-1.10"
"7.40","vehicle_4","-1.60","46.43","type2","11.43","north_down_0","0.00","-1","-1","-1","0.99"
"7.40","vehicle_5","-1.60","65.11","type4","11.09","north_down_0","0.00","vehicle_4","11.43","13.67","5.10"
"7.40","vehicle_6","-1.60","91.40","type2","11.81","north_down_0","0.00","vehicle_5","11.09","21.29","3.88"
"7.40","x","-60.00","-1.60","obstacle","0.23","west_right_0","0.00","-1","-1","-1","-3.90"
"7.50","vehicle_0","-71.26","1.60","type1","2.87","west_left_0","0.00","-1","-1","-1","-2.15"
"7.50","vehicle_1","-87.85","-1.60","type5","4.55","west_right_0","0.00","x","0.00","22.85","1.73"
"7.50","vehicle_2","25.01","1.60","type3","8.48","east_left_0","0.00","-1","-1","-1","-2.00"
"7.50","vehicle_3","39.38","1.60","type3","8.17","east_left_0","0.00","vehicle_2","8.48","9.37","-2.00"
"7.50","vehicle_4","-1.60","45.33","type2","11.04","north_down_0","0.00","vehicle_0","2.87","116.22","-3.91"
"7.50","vehicle_5","-1.60","64.03","type4","10.79","north_down_0","0.00","vehicle_4","11.04","13.70","-2.96"
"7.50","vehicle_6","-1.60","90.21","type2","11.88","north_down_0","0.00","vehicle_5","10.79","21.18","0.75"
"7.50","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","-2.25"
"7.60","vehicle_0","-70.50","1.60","type1","7.59","west_left_0","0.00","-1","-1","-1","47.17"
"7.60","vehicle_1","-87.37","-1.60","type5","4.73","west_right_0","0.00","x","0.00","22.37","1.80"
"7.60","vehicle_2","24.18","1.60","type3","8.28","east_left_0","0.00","-1","-1","-1","-2.00"
"7.60","vehicle_3","38.59","1.60","type3","7.97","east_left_0","0.00","vehicle_2","8.28","9.40","-2.00"
"7.60","vehicle_4","-1.60","44.23","type2","11.04","north_down_0","0.00","vehicle_0","7.59","114.36","0.02"
"7.60","vehicle_5","-1.60","62.96","type4","10.67","north_down_0","0.00","vehicle_4","11.04","13.74","-1.23"
"7.60","vehicle_6","-1.60","89.00","type2","12.14","north_down_0","0.00","vehicle_5","10.67","21.04","2.58"
"7.60","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","-0.04"
"7.70","vehicle_0","-69.26","1.60","type1","12.48","west_left_0","0.00","-1","-1","-1","48.86"
"7.70","vehicle_1","-86.88","-1.60","type5","4.90","west_right_0","0.00","x","0.00","21.88","1.69"
"7.70","vehicle_2","23.37","1.60","type3","8.08","east_left_0","0.00","-1","-1","-1","-2.00"
"7.70","vehicle_3","37.80","1.60","type3","7.85","east_left_0","0.00","vehicle_2","8.08","9.43","-1.27"
"7.70","vehicle_4","-1.60","43.09","type2","11.40","north_down_0","0.00","vehicle_0","12.48","111.97","3.63"
"7.70","vehicle_5","-1.60","61.90","type4","10.65","north_down_0","0.00","vehicle_4","11.40","13.81","-0.15"
"7.70","vehicle_6","-1.60","87.77","type2","12.24","north_down_0","0.00","vehicle_5","10.65","20.88","0.94"
"7.70","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"7.80","vehicle_0","-67.95","1.60","type1","13.02","west_left_0","0.00","-1","-1","-1","5.46"
"7.80","vehicle_1","-86.38","-1.60","type5","5.09","west_right_0","0.00","x","0.00","21.38","1.87"
"7.80","vehicle_2","22.59","1.60","type3","7.88","east_left_0","0.00","-1","-1","-1","-2.00"
"7.80","vehicle_3","37.04","1.60","type3","7.65","east_left_0","0.00","vehicle_2","7.88","9.45","-2.00"
"7.80","vehicle_4","-1.60","41.98","type2","11.09","north_down_0","0.00","vehicle_0","13.02","109.56","-3.15"
"7.80","vehicle_5","-1.60","60.82","type4","10.77","north_down_0","0.00","vehicle_4","11.09","13.84","1.17"
"7.80","vehicle_6","-1.60","86.60","type2","11.73","north_down_0","0.00","vehicle_5","10.77","20.78","-5.02"
"7.80","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"7.90","vehicle_0","-66.66","1.60","type1","12.95","west_left_0","0.00","-1","-1","-1","-0.74"
"7.90","vehicle_1","-85.85","-1.60","type5","5.27","west_right_0","0.00","x","0.00","20.85","1.75"
"7.90","vehicle_2","21.82","1.60","type3","7.68","east_left_0","0.00","-1","-1","-1","-2.00"
"7.90","vehicle_3","36.28","1.60","type3","7.59","east_left_0","0.00","vehicle_2","7.68","9.46","-0.53"
"7.90","vehicle_4","-1.60","40.83","type2","11.50","north_down_0","0.00","vehicle_0","12.95","107.12","4.17"
"7.90","vehicle_5","-1.60","59.70","type4","11.23","north_down_0","0.00","vehicle_4","11.50","13.87","4.62"
"7.90","vehicle_6","-1.60","85.42","type2","11.78","north_down_0","0.00","vehicle_5","11.23","20.73","0.42"
"7.90","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.00","vehicle_0","-65.36","1.60","type1","12.96","west_left_0","0.00","-1","-1","-1","0.15"
"8.00","vehicle_1","-85.30","-1.60","type5","5.45","west_right_0","0.00","x","0.00","20.30","1.84"
"8.00","vehicle_2","21.07","1.60","type3","7.48","east_left_0","0.00","-1","-1","-1","-2.00"
"8.00","vehicle_3","35.54","1.60","type3","7.39","east_left_0","0.00","vehicle_2","7.48","9.47","-2.00"
"8.00","vehicle_4","-1.60","39.71","type2","11.13","north_down_0","0.00","vehicle_0","12.96","104.71","-3.78"
"8.00","vehicle_5","-1.60","58.58","type4","11.20","north_down_0","0.00","vehicle_4","11.13","13.86","-0.31"
"8.00","vehicle_6","-1.60","84.25","type2","11.74","north_down_0","0.00","vehicle_5","11.20","20.67","-0.37"
"8.00","vehicle_7","-1.60","94.90","type2","0.00","north_down_0","0.00","vehicle_6","11.74","5.65","0.00"
"8.00","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.10","vehicle_0","-64.10","1.60","type1","12.61","west_left_0","0.00","-1","-1","-1","-3.50"
"8.10","vehicle_1","-84.74","-1.60","type5","5.65","west_right_0","0.00","x","0.00","19.74","1.96"
"8.10","vehicle_2","20.34","1.60","type3","7.30","east_left_0","0.00","-1","-1","-1","-1.77"
"8.10","vehicle_3","34.82","1.60","type3","7.19","east_left_0","0.00","vehicle_2","7.30","9.48","-2.00"
"8.10","vehicle_4","-1.60","38.60","type2","11.12","north_down_0","0.00","vehicle_0","12.61","102.33","-0.02"
"8.10","vehicle_5","-1.60","57.47","type4","11.02","north_down_0","0.00","vehicle_4","11.12","13.87","-1.77"
"8.10","vehicle_6","-1.60","83.04","type2","12.07","north_down_0","0.00","vehicle_5","11.02","20.57","3.31"
"8.10","vehicle_7","-1.60","94.50","type2","3.98","north_down_0","0.00","vehicle_6","12.07","6.46","39.78"
"8.10","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.20","vehicle_0","-62.81","1.60","type1","12.90","west_left_0","0.00","-1","-1","-1","2.92"
"8.20","vehicle_1","-84.16","-1.60","type5","5.84","west_right_0","0.00","x","0.00","19.16","1.94"
"8.20","vehicle_2","19.63","1.60","type3","7.10","east_left_0","0.00","-1","-1","-1","-2.00"
"8.20","vehicle_3","34.12","1.60","type3","6.99","east_left_0","0.00","vehicle_2","7.10","9.49","-2.00"
"8.20","vehicle_4","-1.60","37.47","type2","11.27","north_down_0","0.00","vehicle_0","12.90","99.92","1.43"
"8.20","vehicle_5","-1.60","56.34","type4","11.32","north_down_0","0.00","vehicle_4","11.27","13.87","2.98"
"8.20","vehicle_6","-1.60","81.86","type2","11.85","north_down_0","0.00","vehicle_5","11.32","20.52","-2.21"
"8.20","vehicle_7","-1.60","93.73","type2","7.71","north_down_0","0.00","vehicle_6","11.85","6.87","37.34"
"8.20","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.30","vehicle_0","-61.51","1.60","type1","12.99","west_left_0","0.00","-1","-1","-1","0.89"
"8.30","vehicle_1","-83.55","-1.60","type5","6.01","west_right_0","0.00","x","0.00","18.55","1.67"
"8.30","vehicle_2","18.94","1.60","type3","6.90","east_left_0","0.00","-1","-1","-1","-2.00"
"8.30","vehicle_3","33.42","1.60","type3","6.94","east_left_0","0.00","vehicle_2","6.90","9.48","-0.51"
"8.30","vehicle_4","-1.60","36.36","type2","11.09","north_down_0","0.00","vehicle_0","12.99","97.51","-1.79"
"8.30","vehicle_5","-1.60","55.23","type4","11.12","north_down_0","0.00","vehicle_4","11.09","13.86","-1.99"
"8.30","vehicle_6","-1.60","80.71","type2","11.49","north_down_0","0.00","vehicle_5","11.12","20.48","-3.55"
"8.30","vehicle_7","-1.60","92.94","type2","7.93","north_down_0","0.00","vehicle_6","11.49","7.23","2.15"
"8.30","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.40","vehicle_0","-60.24","1.60","type1","12.76","west_left_0","0.00","-1","-1","-1","-2.36"
"8.40","vehicle_1","-82.93","-1.60","type5","6.20","west_right_0","0.00","x","0.00","17.93","1.94"
"8.40","vehicle_2","18.27","1.60","type3","6.70","east_left_0","0.00","-1","-1","-1","-2.00"
"8.40","vehicle_3","32.75","1.60","type3","6.74","east_left_0","0.00","vehicle_2","6.70","9.48","-1.99"
"8.40","vehicle_4","-1.60","35.23","type2","11.34","north_down_0","0.00","vehicle_0","12.76","95.10","2.53"
"8.40","vehicle_5","-1.60","54.15","type4","10.81","north_down_0","0.00","vehicle_4","11.34","13.92","-3.11"
"8.40","vehicle_6","-1.60","79.51","type2","11.94","north_down_0","0.00","vehicle_5","10.81","20.37","4.49"
"8.40","vehicle_7","-1.60","92.15","type2","7.90","north_down_0","0.00","vehicle_6","11.94","7.63","-0.25"
"8.40","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.50","vehicle_0","-58.95","1.60","type1","12.89","west_left_0","0.00","-1","-1","-1","1.31"
"8.50","vehicle_1","-82.30","-1.60","type5","6.32","west_right_0","0.00","x","0.00","17.30","1.18"
"8.50","vehicle_2","17.62","1.60","type3","6.50","east_left_0","0.00","-1","-1","-1","-2.00"
"8.50","vehicle_3","32.09","1.60","type3","6.58","east_left_0","0.00","vehicle_2","6.50","9.47","-1.68"
"8.50","vehicle_4","-1.60","34.09","type2","11.43","north_down_0","0.00","vehicle_0","12.89","92.66","0.89"
"8.50","vehicle_5","-1.60","53.06","type4","10.89","north_down_0","0.00","vehicle_4","11.43","13.97","0.77"
"8.50","vehicle_6","-1.60","78.33","type2","11.79","north_down_0","0.00","vehicle_5","10.89","20.28","-1.48"
"8.50","vehicle_7","-1.60","91.32","type2","8.30","north_down_0","0.00","vehicle_6","11.79","7.98","4.00"
"8.50","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.60","vehicle_0","-57.65","1.60","type1","13.00","west_left_0","0.00","-1","-1","-1","1.12"
"8.60","vehicle_1","-81.66","-1.60","type5","6.45","west_right_0","0.00","x","0.00","16.66","1.28"
"8.60","vehicle_2","16.99","1.60","type3","6.30","east_left_0","0.00","-1","-1","-1","-2.00"
"8.60","vehicle_3","31.45","1.60","type3","6.38","east_left_0","0.00","vehicle_2","6.30","9.46","-2.00"
"8.60","vehicle_4","-1.60","32.96","type2","11.26","north_down_0","0.00","vehicle_0","13.00","90.24","-1.70"
"8.60","vehicle_5","-1.60","51.92","type4","11.42","north_down_0","0.00","vehicle_4","11.26","13.95","5.25"
"8.60","vehicle_6","-1.60","77.15","type2","11.88","north_down_0","0.00","vehicle_5","11.42","20.23","0.90"
"8.60","vehicle_7","-1.60","90.48","type2","8.41","north_down_0","0.00","vehicle_6","11.88","8.33","1.09"
"8.60","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.70","vehicle_0","-56.35","1.60","type1","12.96","west_left_0","0.00","-1","-1","-1","-0.44"
"8.70","vehicle_1","-80.99","-1.60","type5","6.63","west_right_0","0.00","x","0.00","15.99","1.87"
"8.70","vehicle_2","16.38","1.60","type3","6.10","east_left_0","0.00","-1","-1","-1","-2.00"
"8.70","vehicle_3","30.82","1.60","type3","6.38","east_left_0","0.00","vehicle_2","6.10","9.43","0.07"
"8.70","vehicle_4","-1.60","31.85","type2","11.12","north_down_0","0.00","vehicle_0","12.96","87.83","-1.44"
"8.70","vehicle_5","-1.60","50.82","type4","10.93","north_down_0","0.00","vehicle_4","11.12","13.97","-4.88"
"8.70","vehicle_6","-1.60","76.00","type2","11.48","north_down_0","0.00","vehicle_5","10.93","20.17","-4.05"
"8.70","vehicle_7","-1.60","89.64","type2","8.41","north_down_0","0.00","vehicle_6","11.48","8.64","-0.01"
"8.70","x","-60.00","-1.60","obstacle","0.00","west_right_0","0.00","-1","-1","-1","0.00"
"8.80","vehicle_0","-55.07","1.60","type1","12.82","west_left_0","0.00","-1","-1","-1","-1.37"
"8.80","vehicle_1","-80.31","-1.60","type5","6.81","west_right_0","0.00","x","0.00","15.31","1.77"
"8.80","vehicle_2","15.79","1.60","type3","5.90","east_left_0","0.00","-1","-1","-1","-2.00"
"8.80","vehicle_3","30.19","1.60","type3","6.28","east_left_0","0.00","vehicle_2","5.90","9.40","-1.06"
"8.80","vehicle_4","-1.60","30.74","type2","11.11","north_down_0","0.00","vehicle_0","12.82","85.44","-0.07"
